frameIndex;frameTime;pcm_fftMag_mfcc[1];pcm_fftMag_mfcc[2];pcm_fftMag_mfcc[3];pcm_fftMag_mfcc[4];pcm_fftMag_mfcc[5];pcm_fftMag_mfcc[6];pcm_fftMag_mfcc[7];pcm_fftMag_mfcc[8];pcm_fftMag_mfcc[9];pcm_fftMag_mfcc[10];pcm_fftMag_mfcc[11];pcm_fftMag_mfcc[12];pcm_LOGenergy;pcm_fftMag_mfcc_de[1];pcm_fftMag_mfcc_de[2];pcm_fftMag_mfcc_de[3];pcm_fftMag_mfcc_de[4];pcm_fftMag_mfcc_de[5];pcm_fftMag_mfcc_de[6];pcm_fftMag_mfcc_de[7];pcm_fftMag_mfcc_de[8];pcm_fftMag_mfcc_de[9];pcm_fftMag_mfcc_de[10];pcm_fftMag_mfcc_de[11];pcm_fftMag_mfcc_de[12];pcm_LOGenergy_de;pcm_fftMag_mfcc_de_de[1];pcm_fftMag_mfcc_de_de[2];pcm_fftMag_mfcc_de_de[3];pcm_fftMag_mfcc_de_de[4];pcm_fftMag_mfcc_de_de[5];pcm_fftMag_mfcc_de_de[6];pcm_fftMag_mfcc_de_de[7];pcm_fftMag_mfcc_de_de[8];pcm_fftMag_mfcc_de_de[9];pcm_fftMag_mfcc_de_de[10];pcm_fftMag_mfcc_de_de[11];pcm_fftMag_mfcc_de_de[12];pcm_LOGenergy_de_de
88;0.879495;2.031189e+001;5.053044e+001;4.055246e+001;1.485723e+000;5.252601e+000;1.594057e+001;-8.870594e+000;-7.150772e+000;-1.972098e+001;-2.115762e+001;-1.478871e+001;-2.131030e+001;-1.051265e+001;-3.132829e+000;-1.790071e+000;1.496027e-001;5.084689e+000;6.350725e+000;4.166247e+000;3.406609e+000;-1.283701e-001;-5.416629e-001;2.785401e+000;4.168359e+000;2.166908e-001;-4.245062e-001;-6.075959e-002;-1.882750e+000;-1.187887e+000;1.678721e+000;2.540794e-001;-9.304789e-001;4.319550e-001;1.428080e+000;-1.546701e-001;-3.102093e-001;-8.522661e-001;2.084070e+000;-1.667457e-002
89;0.889490;1.948724e+001;4.396547e+001;3.807256e+001;2.803666e+000;1.188621e+001;1.105692e+001;-4.749008e+000;-1.193482e+001;-2.437273e+001;-2.669756e+001;-3.927126e+000;-1.717806e+001;-1.094539e+001;-3.112001e+000;-1.355813e+000;5.045080e-001;5.124970e+000;5.321788e+000;2.807842e+000;2.480407e+000;2.048018e+000;1.304440e+000;2.336941e+000;-1.302342e-001;2.775440e-001;-3.937494e-001;-3.295128e-002;-4.655955e-001;9.398349e-002;3.641506e-001;-9.324691e-001;-1.149998e+000;-9.638937e-002;7.745477e-001;1.623230e-001;-3.790594e-001;-2.125903e+000;5.827548e-001;2.966901e-002
90;0.899484;1.481578e+001;4.341765e+001;4.258573e+001;2.064979e+001;1.784374e+001;1.723249e+001;-3.835855e+000;-7.688861e+000;-1.377633e+001;-1.136087e+001;-6.714653e+000;-1.216960e+001;-1.127325e+001;-3.403641e+000;-2.137777e+000;1.722700e+000;5.302042e+000;3.642727e+000;1.952388e+000;3.514017e+000;2.911254e-001;-3.440445e-001;2.135083e+000;-3.078058e+000;7.928391e-001;-3.324119e-001;3.240737e-001;2.461076e-001;2.454993e-001;-9.938563e-001;-1.248134e+000;-1.061868e+000;-6.369299e-001;1.338144e-001;-5.219678e-002;-7.083367e-001;-1.631603e+000;-9.558740e-001;6.480370e-002
91;0.909478;1.159176e+001;4.554068e+001;4.295015e+001;1.939340e+001;2.021432e+001;2.001309e+001;1.659059e+000;-4.214491e+000;-1.719055e+001;-1.210008e+001;-1.848049e+001;-1.621721e+001;-1.149915e+001;-3.080984e+000;-9.794933e-001;1.589294e+000;3.939389e+000;2.579388e+000;4.178893e-001;1.385101e+000;1.246120e+000;2.464004e-001;1.485838e+000;-3.805822e+000;-1.912793e+000;-2.673558e-001;8.304090e-001;3.152611e-001;-4.716954e-002;-1.495572e+000;-1.263169e+000;-6.115024e-001;-9.850931e-001;-3.741817e-001;2.907576e-001;-1.021910e+000;-1.396626e-001;-8.952011e-001;7.730962e-002
92;0.919472;7.241423e+000;3.905395e+001;4.672717e+001;1.970107e+001;1.930218e+001;2.122443e+001;5.495459e+000;-9.555307e+000;-2.503229e+001;-1.778094e+001;-2.290232e+001;-1.782652e+001;-1.189783e+001;-1.527969e+000;-7.476925e-001;8.347065e-001;7.081976e-001;1.481254e+000;5.188524e-002;7.696126e-001;9.416507e-001;-2.736271e-001;-3.307312e-001;-2.151865e+000;-3.467510e+000;-1.636845e-001;1.320597e+000;4.670180e-001;-7.637138e-001;-1.737810e+000;-1.283502e+000;-4.041252e-001;-1.454167e+000;-1.565131e-001;1.073281e+000;-8.335178e-001;9.450246e-001;-2.996753e-001;7.323688e-002
93;0.929467;7.869493e+000;4.124986e+001;4.394831e+001;2.297497e+001;2.405393e+001;1.115040e+001;-2.489160e+000;-4.770994e+000;-1.751275e+001;-1.605833e+001;-1.486240e+001;-2.391356e+001;-1.196988e+001;1.022083e-001;-4.745499e-001;7.126573e-001;-5.597038e-002;8.668156e-002;7.005812e-001;-1.072857e+000;-1.481534e-001;2.723019e+000;-1.539702e+000;-1.291644e+000;-2.068287e+000;-9.156504e-002;1.317007e+000;1.030001e-001;-1.086587e+000;-1.441605e+000;-1.443703e+000;-5.515248e-002;-7.712672e-001;-5.089529e-001;7.685362e-001;-3.642343e-001;8.238574e-001;9.330772e-001;5.697190e-002
94;0.939461;9.037066e+000;4.182460e+001;4.626019e+001;2.239999e+001;2.333021e+001;2.192326e+001;2.086318e+000;-2.702355e+000;-1.498337e+001;-1.103540e+001;-1.928302e+001;-2.565897e+001;-1.185631e+001;1.607749e+000;-5.515900e-002;-1.657551e+000;-1.389327e+000;-1.528431e+000;-2.095841e-001;-2.527840e+000;2.056967e-001;3.784051e+000;-5.197358e-001;3.899763e-001;-6.277905e-001;-5.412283e-002;9.256579e-001;-1.912576e-001;-1.274194e+000;-4.619203e-001;-7.367306e-001;-3.141734e-001;-4.795517e-001;-2.213619e-001;5.845357e-001;7.179725e-001;8.384050e-001;1.217738e+000;4.161138e-002
95;0.949455;1.120498e+001;4.178260e+001;4.674693e+001;1.776408e+001;1.863371e+001;2.316658e+001;-2.000655e+000;-8.381734e+000;-8.599914e+000;-2.317136e+001;-2.674836e+001;-2.264242e+001;-1.197774e+001;1.936190e+000;-8.107597e-001;-2.597512e+000;-2.219875e+000;-3.134284e+000;2.728616e-001;-8.225090e-001;-9.306677e-001;2.060242e+000;-2.408312e-001;-9.574555e-001;1.332733e+000;-3.727712e-002;2.980431e-001;-2.796760e-001;-9.985271e-001;3.791736e-001;3.518357e-001;-5.204809e-001;2.730685e-001;6.574745e-001;3.245973e-001;1.598190e+000;1.108366e+000;8.621182e-001;5.292630e-002
96;0.959449;1.361242e+001;3.851178e+001;3.704010e+001;1.535987e+001;1.437014e+001;1.416842e+001;-7.387992e+000;-6.721454e+000;-1.056845e+001;-1.682310e+001;-1.500946e+001;-2.160105e+001;-1.216452e+001;2.183329e+000;-1.535875e+000;-3.881177e+000;-5.194513e-001;-5.919158e-001;-1.305122e+000;-1.753320e+000;2.260984e-001;2.980440e+000;2.609696e+000;1.873067e+000;9.206684e-001;1.722851e-002;-3.547434e-001;-1.018790e-001;1.760308e-001;7.888733e-001;1.273726e+000;-1.108126e-001;5.389606e-001;8.238999e-001;3.823760e-001;1.405997e+000;4.444626e-001;2.491759e-001;5.694435e-002
97;0.969444;1.526277e+001;3.885247e+001;3.557079e+001;1.539566e+001;1.286255e+001;1.639213e+001;-1.864550e+000;-7.414783e+000;-9.419000e+000;-1.436863e+001;-2.178646e+001;-1.927886e+001;-1.200216e+001;1.304633e+000;-1.132572e+000;-3.168165e+000;1.404960e+000;1.377602e+000;-1.354055e+000;-9.477434e-002;3.129018e+000;4.747811e+000;4.886534e+000;3.508639e+000;1.468075e+000;1.373908e-001;-8.159840e-001;3.476356e-001;1.016834e+000;5.903330e-001;1.152262e+000;-8.180675e-002;1.834228e-001;8.506089e-001;-2.302936e-001;1.551915e-001;1.461658e-001;-4.052247e-001;1.813047e-002
98;0.979438;1.792482e+001;3.561029e+001;3.244237e+001;2.098695e+001;2.325621e+001;1.878488e+001;-6.748335e+000;-2.055339e+000;3.283730e-001;-2.388284e+000;-1.239864e+001;-2.273741e+001;-1.175796e+001;1.498101e-001;-4.036478e-001;-4.920699e-001;7.426218e-001;2.584257e+000;4.981112e-002;-1.969038e-001;2.295353e+000;4.352147e+000;3.946565e+000;3.792423e-001;5.504183e-001;1.432650e-001;-1.025059e+000;5.026295e-001;1.506221e+000;-2.203650e-001;-5.734998e-002;1.223010e-001;2.535824e-001;-2.340409e-001;-1.849406e+000;-1.853575e+000;-1.229107e+000;-5.877894e-001;-6.019235e-002
99;0.989432;1.557195e+001;3.757049e+001;3.320497e+001;2.197535e+001;2.107869e+001;1.408808e+001;-2.794355e+000;4.930300e+000;9.690732e+000;-5.956100e+000;-1.051058e+001;-1.473386e+001;-1.149406e+001;-1.126970e+000;3.613047e-001;7.921058e-001;1.007531e-001;1.038940e+000;-8.136387e-001;-6.836029e-001;2.287750e+000;2.229208e-001;-1.333085e-001;5.202858e-001;-5.082655e-001;-9.642983e-003;-7.862568e-001;1.435734e-001;9.725326e-001;-7.972539e-001;-8.976288e-001;-6.363809e-003;-5.194770e-001;-1.715115e+000;-2.885639e+000;-2.497963e+000;-1.452304e+000;-4.973287e-001;-1.415166e-001
100;0.999427;1.420688e+001;3.713453e+001;3.576266e+001;1.578314e+001;2.318335e+001;1.556950e+001;-7.907608e+000;-1.417232e+000;1.637414e+000;-1.296544e+000;-1.875119e+001;-2.112145e+001;-1.170224e+001;-1.726166e+000;2.303339e-001;1.669792e+000;-9.691733e-001;-7.093344e-001;-9.638249e-001;-1.909936e-001;-5.234717e-001;-4.004144e+000;-4.148259e+000;-2.778294e+000;-1.030108e+000;-2.102163e-001;-3.356343e-001;-1.256880e+000;-6.192113e-001;-5.141005e-001;-1.266116e+000;1.316370e-001;-7.831646e-001;-1.923026e+000;-1.475010e+000;-1.484765e+000;1.158191e+000;6.619257e-001;-1.527393e-002
101;1.009421;1.148689e+001;3.989687e+001;3.787117e+001;1.850133e+001;1.809368e+001;1.393163e+001;-4.702928e+000;3.704912e+000;-8.958916e+000;-1.558104e+001;-1.600875e+001;-2.262817e+001;-1.207824e+001;-1.688662e+000;-7.316955e-001;6.135672e-001;-1.725412e+000;-1.463746e+000;-8.790556e-001;-2.695114e+000;-4.037145e+000;-5.502237e+000;-3.555869e+000;-2.174110e+000;-2.283054e-001;-3.934516e-001;2.526785e-001;-3.107578e+000;-2.620219e+000;-6.512609e-001;-1.558033e+000;-4.996451e-001;-6.359941e-001;-1.195751e+000;1.879887e+000;1.157210e+000;2.313149e+000;1.098761e+000;3.200451e-001
102;1.019415;1.133652e+001;3.559877e+001;3.845823e+001;1.787809e+001;2.120204e+001;1.404398e+001;-6.749017e+000;-4.060004e+000;-1.036752e+001;-1.831710e+001;-2.354102e+001;-2.394080e+001;-1.251695e+001;-1.247515e+000;-6.141550e+000;-3.498857e+000;-9.147983e-001;-2.494979e+000;7.407048e-001;-3.106971e+000;-4.157329e+000;-1.603220e-001;-1.765981e+000;7.517396e+000;3.720067e+000;2.587996e-001;4.221012e-001;-4.049640e+000;-4.391654e+000;-1.186926e+000;-2.214253e+000;-1.881786e+000;3.845125e-002;8.785170e-001;4.505903e+000;2.849562e+000;1.907807e+000;5.465969e-001;6.151168e-001
103;1.029409;8.563820e+000;3.467989e+001;3.492503e+001;1.230081e+001;1.475062e+001;1.045556e+001;-1.684922e+001;-1.393404e+001;-1.181799e+001;-1.522516e+001;-1.898621e+001;-1.446572e+001;-1.305396e+001;-1.029030e-001;-1.199064e+001;-9.724665e+000;-3.182739e+000;-5.858405e+000;-4.164129e+000;-2.405584e+000;-1.874078e+000;7.700445e+000;4.461604e+000;6.938187e+000;2.610454e+000;1.356075e+000;1.294505e-001;-3.293111e+000;-4.219167e+000;-1.505383e+000;-1.822413e+000;-2.217831e+000;1.537216e+000;2.732543e+000;4.381781e+000;2.215485e+000;-1.213428e+000;-6.285491e-001;6.396490e-001
104;1.039404;9.430840e+000;9.035274e+000;1.974145e+001;1.430941e+001;1.237999e+001;2.101105e+001;-1.736932e+001;-1.338440e+001;2.265338e+000;-1.030439e+001;2.032453e+001;-6.602345e+000;-9.920380e+000;-4.085400e-001;-1.438839e+001;-1.511936e+001;-6.175140e+000;-9.583268e+000;-8.730216e+000;-1.435022e-001;2.787580e+000;1.192403e+001;6.090817e+000;2.204590e+000;2.834965e-001;1.990605e+000;-5.659211e-001;-4.358719e-001;-1.683420e+000;-1.144042e+000;-6.051525e-001;-1.218383e+000;2.183276e+000;2.291615e+000;9.796793e-001;-3.115120e-001;-5.352837e+000;-1.105919e+000;2.002905e-001
105;1.049398;1.192521e+001;-6.774593e+000;-1.393761e+000;4.371977e+000;-6.787317e+000;-1.037256e+001;-1.142070e+001;-1.003278e+000;2.322688e+001;2.720618e+000;-3.250588e+000;-1.824512e+001;-6.596149e+000;-1.460897e+000;-1.307383e+001;-1.467202e+001;-6.622157e+000;-7.031665e+000;-7.232752e+000;3.509232e+000;6.153115e+000;1.036449e+001;3.593157e+000;-5.584846e+000;-1.652766e+000;1.938891e+000;-1.245678e+000;2.170802e+000;1.687596e+000;5.550100e-001;1.473815e+000;2.298560e+000;1.968435e+000;1.455886e-002;-3.299166e+000;-3.447616e+000;-3.824484e+000;6.122310e-001;-3.333195e-001
106;1.059392;7.613120e+000;-1.561594e+001;-1.897918e+001;-9.033192e+000;-1.594533e+001;-1.919304e+001;-1.018079e+001;3.412518e+000;3.173021e+001;3.164091e+000;-2.038588e+001;-2.063362e+001;-5.792836e+000;-3.398124e+000;-7.779317e+000;-9.442279e+000;-4.915298e+000;-4.934112e+000;-3.816898e+000;4.851999e+000;3.287152e+000;3.406051e+000;-2.889318e+000;-1.298527e+001;3.220806e-001;9.688439e-001;-1.011638e+000;3.298728e+000;3.745969e+000;2.452157e+000;2.871421e+000;4.413866e+000;1.454897e+000;-2.470107e+000;-5.412873e+000;-3.870293e+000;-1.042400e-001;2.068268e+000;-5.636230e-001
107;1.069386;2.168193e+000;-1.836364e+001;-1.907474e+001;-9.138679e+000;-6.245050e+000;-5.606152e+000;-2.897325e+000;8.433081e+000;2.527204e+001;-3.993616e+000;-2.655524e+001;-1.571391e+001;-5.423280e+000;-4.836503e+000;-4.441172e+000;-4.125226e+000;-1.037610e+000;-8.139088e-001;4.872009e+000;4.938838e+000;-2.051070e+000;-4.536393e+000;-8.286407e+000;-4.589304e+000;5.652317e+000;2.003572e-001;-2.388269e-001;2.809204e+000;3.342516e+000;2.838296e+000;2.847471e+000;3.603235e+000;3.883618e-001;-3.396297e+000;-4.287145e+000;-1.801783e+000;3.155034e+000;2.263429e+000;-4.721570e-001
108;1.079381;-2.681268e+000;-2.406679e+001;-1.862945e+001;-3.511755e+000;-1.256170e+001;-4.566345e-001;2.628991e+000;-1.666824e+000;1.827301e+001;-2.139386e+001;-3.294949e+001;-6.257549e+000;-5.662594e+000;-3.778928e+000;-2.211083e+000;-1.662912e+000;3.293374e+000;1.664960e+000;7.286734e+000;6.416177e+000;-5.460862e+000;-7.689891e+000;-7.320867e+000;1.185619e+000;6.972295e+000;4.175663e-002;7.136279e-001;1.396561e+000;1.797456e+000;1.900770e+000;2.774433e+000;1.439387e+000;-6.755416e-001;-2.063776e+000;-1.282357e+000;1.561643e+000;3.983515e+000;8.229601e-001;-1.895485e-001
109;1.089375;-7.110108e+000;-2.475503e+001;-2.219476e+001;-3.576792e+000;-1.254868e+001;4.619286e+000;6.868604e+000;-8.718955e+000;7.273507e+000;-2.643244e+001;-1.991530e+001;2.828426e+000;-5.659483e+000;-2.464630e+000;-1.811924e+000;-1.849120e+000;3.464989e+000;3.906155e+000;5.231606e+000;4.668952e+000;-6.454362e+000;-5.523261e+000;-3.199985e+000;3.104878e+000;6.339272e+000;4.164958e-002;1.260018e+000;3.638996e-001;6.278863e-001;5.193210e-001;1.661620e+000;-1.252612e+000;-1.765732e+000;-3.463539e-001;1.380884e+000;3.474313e+000;1.158133e+000;-1.222666e+000;-2.029569e-002
110;1.099369;-6.642369e+000;-2.347567e+001;-2.573374e+001;4.652735e+000;-4.468718e+000;1.212791e+001;1.701713e+001;-1.531577e+001;2.280015e+000;-2.222083e+001;-1.777775e+001;4.956694e+000;-5.465951e+000;-1.015921e+000;-2.111137e+000;-1.593051e+000;2.337253e+000;6.578020e+000;3.200237e+000;1.609234e+000;-4.830079e+000;-2.512297e+000;2.375686e+000;3.085213e+000;4.093404e+000;1.004552e-001;9.825335e-001;-2.398789e-002;1.315021e-001;-6.641678e-001;1.623710e-001;-2.363625e+000;-2.590455e+000;5.000302e-001;2.021273e+000;2.874740e+000;-6.005683e-001;-2.172490e+000;-5.814094e-003
111;1.109363;-8.174405e+000;-2.771882e+001;-2.476820e+001;4.104023e+000;9.239236e+000;1.425961e+001;1.325337e+001;-1.701425e+001;5.652231e+000;-1.958005e+001;-1.861672e+001;1.037533e+001;-5.313354e+000;8.208504e-002;-2.671647e+000;-1.020725e+000;2.037055e+000;5.037663e+000;6.521987e-001;-1.486351e+000;-4.098231e+000;-2.207676e-001;4.236880e+000;2.515644e-001;9.784333e-001;6.952949e-002;6.815926e-001;4.637740e-001;4.941921e-002;-5.640002e-001;-1.150580e+000;-2.051606e+000;-1.693560e+000;6.564516e-001;1.177032e+000;1.309125e+000;-8.252268e-001;-2.410560e+000;-2.612821e-002
112;1.119358;-7.228723e+000;-3.314058e+001;-2.530799e+001;4.334105e+000;9.434444e+000;1.072439e+001;7.482781e+000;-2.166957e+001;6.522164e+000;-1.294162e+001;-1.817272e+001;1.043602e+001;-5.333383e+000;-1.396183e-001;-1.901161e+000;-1.419599e+000;6.865021e-001;1.911061e+000;-2.241688e+000;-3.458446e+000;-4.138776e+000;-2.347745e-001;3.334402e+000;-3.905657e-001;-1.209734e+000;-1.253796e-003;4.067852e-001;1.009090e+000;-3.396213e-003;-2.396906e-001;-1.518604e+000;-1.141744e+000;-3.852668e-001;7.082080e-001;2.461863e-001;-3.142836e-001;-2.361643e-001;-1.700640e+000;-3.381800e-002
113;1.129352;-6.406507e+000;-3.328081e+001;-2.751126e+001;6.767802e+000;5.688060e+000;8.582038e+000;4.204026e+000;-2.603321e+001;4.048594e+000;-9.887650e+000;-1.846000e+001;4.980928e+000;-5.378120e+000;5.051824e-001;4.019577e-001;-1.688750e+000;1.470364e+000;4.867346e-001;-2.305459e+000;-1.265008e+000;-3.517756e+000;-7.768613e-001;2.866280e+000;7.166334e-001;-3.061961e+000;-3.813696e-002;3.385549e-001;1.019898e+000;1.430334e-001;-2.467291e-001;-6.454773e-001;1.107331e-002;3.733398e-001;1.293159e+000;-1.208206e-001;-1.041349e+000;7.846013e-001;-3.640419e-001;-1.494328e-002
114;1.139346;-8.224410e+000;-3.020048e+001;-3.146020e+001;6.753356e+000;6.862175e+000;3.758253e+000;4.249574e+000;-3.150017e+001;1.907961e+000;-1.039503e+001;-1.980894e+001;1.605221e+000;-5.439837e+000;8.064564e-001;1.397512e+000;-1.276020e+000;1.422146e+000;1.260466e+000;-1.029654e+000;-4.277711e-001;-1.579277e+000;-1.003319e+000;1.489568e+000;1.671857e+000;-2.389598e+000;-1.480160e-002;4.905896e-001;1.754244e-001;3.462965e-001;-4.601198e-001;-2.271833e-001;6.979569e-001;3.397074e-002;1.440863e+000;-5.151925e-002;-1.516685e+000;7.888584e-001;4.491481e-001;1.240831e-003
115;1.149341;-5.150649e+000;-2.717908e+001;-3.013584e+001;1.024622e+001;1.295904e+001;6.215380e+000;8.544931e+000;-2.968773e+001;4.075027e+000;-6.521952e+000;-1.421544e+001;-5.190806e-001;-5.450812e+000;1.301822e+000;7.785061e-001;-3.773476e-001;4.355880e-001;2.135575e+000;1.015480e-001;-1.134989e+000;1.087816e+000;-4.405982e-001;-4.744713e-002;3.143360e+000;-2.518443e-001;1.586962e-003;4.154952e-001;-5.982823e-001;4.809077e-001;-8.570916e-001;-3.622470e-001;6.360018e-001;-5.922990e-001;1.066785e+000;1.482684e-001;-1.463236e+000;1.218724e-001;7.438818e-001;-3.025098e-003
116;1.159335;-3.824369e+000;-2.920388e+001;-3.037580e+001;9.705627e+000;1.210128e+001;6.759453e+000;3.173473e+000;-2.773870e+001;1.492352e+000;-7.176627e+000;-1.193571e+001;1.238038e+000;-5.371045e+000;1.915010e+000;-1.212313e+000;-3.438171e-001;-1.096709e+000;-4.927542e-002;4.459267e-002;-3.353601e+000;7.627531e-001;-6.605023e-001;-2.792160e+000;2.340363e+000;-3.690524e-001;-1.491160e-002;2.677550e-001;-6.334688e-001;4.850960e-001;-8.795173e-001;-6.723901e-001;2.944402e-001;-2.166453e-001;1.975393e-001;-4.605428e-002;-7.075447e-001;-5.003852e-001;1.249014e-001;-2.642301e-002
117;1.169329;-2.097417e+000;-2.988658e+001;-2.994020e+001;7.469606e+000;1.374638e+001;7.589178e+000;-9.328694e-001;-2.247487e+001;2.053408e+000;-1.173408e+001;-6.679815e+000;3.905298e+000;-5.404581e+000;2.028382e+000;-1.284541e+000;2.496876e-001;-1.555667e+000;-6.696296e-001;3.374268e-001;-2.763587e+000;6.451561e-001;-2.069276e-001;-2.309037e+000;9.917421e-001;-3.528247e-001;-5.320745e-002;1.414626e-002;-1.204208e-001;5.084474e-001;-5.627760e-001;-5.722224e-001;2.754784e-001;8.088460e-001;-6.532026e-001;-6.338801e-001;1.984054e-001;-5.146929e-001;-4.965667e-001;-4.059711e-002
118;1.179323;-1.759768e-001;-3.490830e+001;-3.327711e+001;2.658117e+000;6.222130e+000;3.294317e+000;-7.779532e+000;-3.129284e+001;-3.837414e-001;-2.174976e+001;-1.187494e+001;-2.452230e+000;-5.537510e+000;1.781952e+000;-7.383087e-001;8.359424e-001;-1.979813e+000;-6.988825e-001;3.246079e-001;-6.966985e-001;-3.702507e-001;-1.350426e+000;-9.173603e-001;2.457398e-001;-1.714600e+000;-1.195194e-001;-2.584864e-001;6.406657e-001;5.675637e-001;-3.707807e-002;2.287533e-001;4.838517e-001;1.679282e+000;-5.114273e-001;-1.179726e+000;7.689586e-001;3.437256e-001;-4.720054e-002;-3.416930e-002
119;1.189318;3.167063e+000;-3.074958e+001;-2.743674e+001;5.991637e+000;1.255047e+001;9.635081e+000;2.034960e-001;-2.468488e+001;3.978436e+000;-1.078057e+001;-9.287117e+000;-4.380703e-001;-5.633616e+000;1.439082e+000;-6.060028e-002;1.575010e+000;-1.936740e+000;-4.007338e-001;1.338932e+000;1.580789e+000;-1.611695e+000;-3.265037e+000;7.180023e-003;1.617207e+000;-2.061904e+000;-1.490947e-001;-4.122030e-001;7.696557e-001;3.837128e-001;2.622410e-001;4.408121e-001;3.851798e-001;1.417057e+000;4.210872e-002;-1.449771e+000;-2.396317e-001;8.471974e-001;5.939314e-001;-1.496918e-002
120;1.199312;2.453148e+000;-3.246392e+001;-2.744781e+001;5.455480e-001;9.204823e+000;7.359541e+000;-8.782024e-001;-2.848495e+001;-6.222291e+000;-1.224019e+001;-9.403364e+000;-5.163279e+000;-5.854125e+000;9.172276e-001;1.379045e+000;1.831340e+000;-1.091563e+000;9.600433e-001;1.963099e+000;2.870620e+000;-6.659576e-001;-5.030079e+000;-1.054753e-001;3.746259e+000;2.494845e-001;-1.378145e-001;-3.013031e-001;6.376081e-001;3.449634e-001;8.416556e-001;3.168984e-001;5.842668e-001;9.475659e-001;1.570397e+000;-2.625529e-001;-1.015464e+000;3.180366e-001;1.321785e+000;1.414641e-002
121;1.209306;3.783433e+000;-3.141177e+001;-2.497980e+001;-1.157810e+000;1.025136e+001;1.225123e+001;3.520412e+000;-3.193729e+001;-1.135250e+001;-1.645297e+001;1.704330e-001;-5.048697e+000;-5.991747e+000;3.997290e-001;1.505061e+000;1.670553e+000;-6.885870e-001;7.049677e-001;1.444081e+000;2.538040e+000;1.003553e+000;-5.615956e+000;-3.913138e+000;3.477470e+000;1.634790e+000;-1.189058e-001;-1.850606e-001;2.429012e-001;6.303618e-002;1.283739e+000;-1.745147e-001;4.000503e-001;4.273004e-001;2.728854e+000;1.324878e+000;-6.153550e-001;-1.344476e+000;1.083315e+000;2.600780e-002
122;1.219300;4.101976e+000;-2.768198e+001;-2.534888e+001;7.750279e-001;1.217190e+001;1.180174e+001;4.915111e+000;-3.099642e+001;-1.786867e+001;-1.944094e+001;2.127582e+000;1.100506e+000;-6.047517e+000;7.951130e-001;1.666901e+000;2.512988e+000;1.604388e+000;3.327586e-001;3.193368e+000;3.562506e+000;6.174111e+000;-1.487731e+000;-4.034521e+000;9.057914e-001;3.045976e+000;-6.388178e-002;-1.567733e-001;-3.120828e-001;-3.000636e-001;1.214995e+000;-6.306273e-001;-1.780374e-002;2.478154e-002;2.500915e+000;2.434526e+000;9.023402e-001;-2.348334e+000;1.654136e-001;9.086737e-003
123;1.229295;4.341293e+000;-2.561525e+001;-2.013345e+001;2.433962e+000;1.459177e+001;1.463439e+001;9.997038e+000;-1.841137e+001;-1.827816e+001;-2.674588e+001;2.334759e+000;4.603987e+000;-6.131449e+000;5.748368e-001;1.009977e+000;1.549367e+000;3.133978e+000;-9.596651e-001;2.724050e+000;3.371348e+000;8.612540e+000;1.588178e+000;-1.105072e+000;-3.684937e+000;1.956425e+000;-5.602203e-002;-2.702681e-001;-4.778547e-001;-7.247413e-001;7.311235e-001;-3.956274e-001;-9.477135e-001;-5.146840e-001;5.597786e-001;2.273569e+000;3.107352e+000;-1.589558e+000;-4.654200e-002;-3.086838e-002
124;1.239289;6.149783e+000;-2.702768e+001;-1.730605e+001;6.771604e+000;8.698412e+000;2.213480e+001;1.369602e+001;-4.377351e+000;-1.019812e+001;-2.726633e+001;-5.956571e+000;5.240258e+000;-6.103683e+000;4.580736e-002;6.617222e-002;3.916153e-001;3.072128e+000;-1.360777e+000;1.234095e+000;2.577874e+000;8.034122e+000;3.540483e+000;3.002193e+000;-4.414209e+000;9.157349e-001;-1.238227e-001;-4.152991e-001;-4.407686e-001;-7.485310e-001;-2.297843e-001;6.142911e-001;-1.904857e+000;-9.831406e-001;-2.070217e+000;5.592576e-001;3.020701e+000;2.137346e-002;6.613707e-001;-6.860948e-002
125;1.249283;5.633714e+000;-2.668903e+001;-2.125438e+001;1.151379e+001;7.189782e+000;2.070494e+001;1.598670e+001;-2.184121e+000;-7.246889e+000;-1.806564e+001;-1.421217e+001;2.663552e+000;-6.243775e+000;-5.769591e-001;-8.384857e-002;-8.924679e-001;2.233161e+000;-4.264018e-001;-2.314851e+000;4.569358e-001;2.872441e+000;3.237783e+000;8.105268e+000;-1.810322e+000;2.467201e+000;-2.432773e-001;-2.767378e-001;-2.897555e-001;-3.395217e-002;-9.102666e-001;1.717224e+000;-1.077373e+000;-2.164777e-001;-2.739667e+000;-9.688181e-001;6.717712e-001;9.558366e-001;1.360645e+000;-6.381480e-002
126;1.259277;3.684803e+000;-2.681423e+001;-2.283034e+001;1.159575e+001;9.069011e+000;1.493693e+001;1.480965e+001;1.060564e+000;-5.681885e+000;-8.770094e+000;-1.167000e+001;6.649397e+000;-6.610468e+000;-7.054847e-001;9.971237e-003;-8.750153e-003;9.058754e-001;3.137582e+000;-3.811467e+000;1.040091e-001;-1.306925e+000;4.837548e-001;6.463815e+000;7.535134e-002;6.097442e+000;-3.133016e-001;2.772046e-002;-1.836965e-001;4.804671e-001;-8.673528e-001;1.866950e+000;2.357479e-001;1.074355e+000;-1.770027e+000;-1.682110e+000;-2.108468e+000;2.434947e-001;7.589025e-001;-2.758363e-002
