frameIndex;frameTime;pcm_fftMag_mfcc[1];pcm_fftMag_mfcc[2];pcm_fftMag_mfcc[3];pcm_fftMag_mfcc[4];pcm_fftMag_mfcc[5];pcm_fftMag_mfcc[6];pcm_fftMag_mfcc[7];pcm_fftMag_mfcc[8];pcm_fftMag_mfcc[9];pcm_fftMag_mfcc[10];pcm_fftMag_mfcc[11];pcm_fftMag_mfcc[12];pcm_LOGenergy;pcm_fftMag_mfcc_de[1];pcm_fftMag_mfcc_de[2];pcm_fftMag_mfcc_de[3];pcm_fftMag_mfcc_de[4];pcm_fftMag_mfcc_de[5];pcm_fftMag_mfcc_de[6];pcm_fftMag_mfcc_de[7];pcm_fftMag_mfcc_de[8];pcm_fftMag_mfcc_de[9];pcm_fftMag_mfcc_de[10];pcm_fftMag_mfcc_de[11];pcm_fftMag_mfcc_de[12];pcm_LOGenergy_de;pcm_fftMag_mfcc_de_de[1];pcm_fftMag_mfcc_de_de[2];pcm_fftMag_mfcc_de_de[3];pcm_fftMag_mfcc_de_de[4];pcm_fftMag_mfcc_de_de[5];pcm_fftMag_mfcc_de_de[6];pcm_fftMag_mfcc_de_de[7];pcm_fftMag_mfcc_de_de[8];pcm_fftMag_mfcc_de_de[9];pcm_fftMag_mfcc_de_de[10];pcm_fftMag_mfcc_de_de[11];pcm_fftMag_mfcc_de_de[12];pcm_LOGenergy_de_de
49;0.489719;4.068866e+000;-3.491133e+000;-3.124409e+001;-1.422131e+001;-3.854294e-001;1.194075e+001;-8.210922e+000;-3.140764e+001;1.003090e+001;1.369565e+001;1.356787e+001;-1.833601e+001;-6.364059e+000;3.142905e+000;2.198861e+000;-1.726982e+000;-4.101242e+000;-2.667053e+000;3.955028e+000;-4.190312e-001;-8.103251e+000;-8.016257e+000;2.565046e+000;6.781267e+000;4.841987e+000;1.496350e-001;1.034732e+000;2.003848e-001;2.423205e+000;-6.889350e-001;-2.042519e+000;-1.095206e+000;5.223814e-001;2.615795e-001;5.962314e-002;-6.909828e-001;-3.280756e+000;2.703939e+000;5.516196e-002
50;0.499713;7.912337e+000;-1.486121e+000;-3.403581e+001;-1.949611e+001;-7.188719e+000;7.350000e+000;-8.037872e+000;-3.890862e+001;-2.008320e+000;1.249585e+001;1.283176e+001;-1.304383e+001;-6.134037e+000;4.492330e+000;1.811174e+000;2.287833e+000;-4.329618e+000;-5.286637e+000;4.078774e+000;1.694690e+000;-8.999713e+000;-8.347171e+000;1.168355e+000;2.870813e+000;8.907957e+000;1.077393e-001;2.575628e-001;8.849443e-001;3.691234e+000;1.157636e-001;-1.586745e+000;-4.236655e-001;5.044831e-001;2.802348e+000;1.743395e+000;-1.571724e+000;-5.133437e+000;-3.299256e-001;-9.206982e-002
51;0.509708;1.344924e+001;-5.402522e-001;-2.769550e+001;-2.430736e+001;-1.386169e+001;9.663500e+000;-1.492641e+000;-5.247569e+001;-1.275359e+001;1.772194e+001;1.272411e+001;6.290852e+000;-5.947911e+000;4.301404e+000;3.520763e+000;7.744887e+000;-4.477048e+000;-6.537604e+000;5.048823e+000;3.356587e+000;-2.956107e+000;-6.647533e+000;-7.010978e-001;-4.299069e+000;6.642367e+000;-9.091315e-002;-6.782738e-001;1.288413e+000;3.046339e+000;5.307269e-001;-7.939525e-001;-5.938357e-001;-1.022933e+000;5.237138e+000;2.954565e+000;-1.753266e+000;-5.467009e+000;-4.220981e+000;-1.786197e-001
52;0.519702;1.962418e+001;1.084528e+000;-1.555742e+001;-2.865675e+001;-2.019048e+001;2.355391e+001;8.403072e-001;-5.747726e+001;-1.770764e+001;1.385087e+001;1.360803e+001;1.297631e+001;-6.181940e+000;2.400710e+000;5.994883e+000;1.069738e+001;-2.939083e+000;-7.231578e+000;4.113227e+000;2.727421e-001;5.053424e+000;3.147502e-002;-2.711373e+000;-1.125147e+001;-3.586282e+000;-3.908850e-001;-1.307067e+000;1.079174e+000;8.510620e-001;7.256738e-001;4.095685e-001;-1.640975e+000;-2.774739e+000;5.663126e+000;2.868866e+000;-1.178369e+000;-3.869502e+000;-4.864114e+000;-1.365951e-001
53;0.529696;1.971996e+001;1.282736e+001;-1.758852e+000;-3.202623e+001;-2.657257e+001;2.908291e+001;4.132925e+000;-3.690385e+001;-1.535711e+001;9.512651e+000;-8.315609e+000;1.865760e+000;-6.794673e+000;7.973460e-001;6.549072e+000;9.299940e+000;-2.142874e+000;-5.664346e+000;9.686230e-001;-4.822724e+000;1.105587e+001;2.567242e+000;-4.261418e+000;-1.349264e+001;-1.001580e+001;-4.941511e-001;-1.235641e+000;8.391066e-002;-1.370125e+000;3.852296e-001;1.052029e+000;-2.122131e+000;-2.827134e+000;3.151216e+000;1.178573e+000;-2.823626e-001;-3.526855e-001;-1.537777e+000;-8.176999e-003
54;0.539690;1.678053e+001;2.180449e+001;6.482773e+000;-3.033209e+001;-3.699117e+001;1.820643e+001;-9.486945e+000;-2.142741e+001;-5.491848e-001;3.043631e+000;-3.290572e+001;-2.876269e+001;-7.665081e+000;-2.909774e-001;5.692887e+000;5.765616e+000;-1.868335e+000;-3.675424e+000;-2.085998e+000;-8.089350e+000;1.230993e+001;1.389773e+000;-2.943332e+000;-1.187991e+001;-7.083533e+000;-3.736172e-001;-7.456299e-001;-9.451407e-001;-2.433593e+000;-4.936892e-001;1.149889e+000;-1.129586e+000;7.665992e-004;-4.683076e-001;-1.572324e+000;8.593790e-001;3.000132e+000;3.191667e+000;1.302076e-001
55;0.549685;1.885780e+001;2.184513e+001;7.784108e+000;-3.418406e+001;-3.378307e+001;1.718036e+001;-2.044263e+001;-1.522125e+001;-8.496603e+000;1.818472e+000;-3.148219e+001;-2.291863e+001;-7.677096e+000;-5.309582e-001;4.091314e+000;3.360144e+000;-3.086274e+000;-3.055536e+000;-2.462219e+000;-6.598036e+000;9.171721e+000;-1.433819e+000;-1.996931e+000;-5.748275e+000;7.021072e-001;-1.404321e-001;-5.436465e-001;-1.400153e+000;-2.667015e+000;-4.096448e-001;4.994928e-001;8.846746e-002;3.467340e+000;-3.082031e+000;-2.171946e+000;1.450174e+000;3.645842e+000;4.826577e+000;1.758515e-001
56;0.559679;1.860037e+001;2.504008e+001;8.499183e+000;-3.691951e+001;-3.496235e+001;1.907520e+001;-2.731866e+001;-6.768916e+000;-1.418902e+001;2.981301e+000;-3.420823e+001;-1.004915e+001;-7.608814e+000;-6.632869e-001;2.498058e+000;1.499315e+000;-4.935829e+000;-2.786540e+000;1.807178e-001;1.164231e+000;3.653963e+000;-5.829615e+000;4.532785e-001;-1.229877e-001;7.013101e+000;8.329358e-002;-3.479021e-001;-1.791531e+000;-2.829799e+000;4.125264e-001;3.142721e-001;6.980141e-001;5.231911e+000;-3.480350e+000;-1.339263e+000;8.101268e-001;2.801369e+000;3.200568e+000;1.596195e-001
57;0.569673;1.615525e+001;3.166613e+001;1.403366e+001;-4.416388e+001;-4.286466e+001;1.633743e+001;-1.994140e+001;1.625503e+000;-1.570628e+001;-4.408405e-001;-3.640573e+001;-3.980475e+000;-7.524967e+000;-1.734731e+000;1.145722e+000;-1.901981e+000;-2.657351e+000;-3.611324e+000;2.776023e-001;7.887183e+000;-2.629800e-002;-4.682791e+000;1.291148e+000;-1.141888e+000;7.068770e+000;1.566510e-001;-6.449110e-002;-2.435705e+000;-3.045294e+000;1.651403e+000;6.081380e-001;4.370560e-001;4.005055e+000;-1.909459e+000;-3.413679e-001;-4.710857e-002;1.698833e+000;1.119654e-001;1.319858e-001
58;0.579667;1.481537e+001;2.938428e+001;1.085457e+001;-5.002132e+001;-4.638308e+001;1.953148e+001;-3.916407e+000;-1.158098e+001;-2.609242e+001;6.439680e+000;-3.105889e+001;-3.166266e+000;-7.324677e+000;-1.428602e+000;-1.791970e+000;-5.752316e+000;-2.016449e-002;-1.826170e+000;3.416162e-002;1.082759e+001;-4.928127e-001;-3.682054e+000;-5.367376e-001;-1.762600e-001;5.735973e+000;2.759389e-001;2.041566e-001;-2.576673e+000;-2.692441e+000;2.378520e+000;1.345832e+000;-9.032636e-001;2.924134e-001;5.732617e-001;8.938166e-001;-8.817129e-001;2.024250e+000;-2.234471e+000;1.184269e-001
59;0.589662;1.207665e+001;2.540164e+001;-2.903492e+000;-4.091991e+001;-4.612933e+001;1.834023e+001;7.292156e+000;-1.294671e+001;-2.595886e+001;6.545022e+000;-3.876631e+001;8.983770e+000;-7.035909e+000;-4.707564e-001;-5.942198e+000;-8.240512e+000;2.712911e+000;-4.950314e-001;-2.036611e-001;8.595558e+000;1.697815e+000;-4.214439e+000;-1.737466e+000;2.772524e+000;1.900498e+000;4.231741e-001;4.982848e-001;-2.070122e+000;-1.413510e+000;1.824805e+000;2.517535e+000;-2.043617e+000;-3.412580e+000;2.008831e+000;1.295892e+000;-5.585395e-001;4.476327e+000;-3.300631e+000;1.182427e-001
60;0.599656;1.349667e+001;1.921247e+001;-1.179382e+001;-3.864232e+001;-4.246086e+001;1.824461e+001;1.320253e+001;-1.946872e+000;-2.747300e+001;-3.195318e+000;-3.390924e+001;1.214859e+001;-6.473649e+000;-2.744914e-001;-6.841348e+000;-8.793622e+000;4.271642e+000;2.384472e+000;-4.094968e+000;2.272111e+000;5.658215e+000;-1.594708e+000;-2.440979e+000;8.041058e+000;-1.575119e+000;5.421666e-001;4.521299e-001;-9.404466e-001;-2.027207e-001;1.217434e+000;3.396204e+000;-2.860217e+000;-5.542044e+000;1.085294e+000;2.309926e+000;9.327108e-001;5.417363e+000;-2.964217e+000;8.586013e-002
61;0.609650;1.446082e+001;7.041044e+000;-1.584470e+001;-3.628883e+001;-4.730093e+001;1.596256e+001;1.447692e+001;5.297525e+000;-3.608819e+001;-4.310672e+000;-2.111794e+001;-2.135414e+000;-5.834611e+000;1.796376e-001;-6.680201e+000;-7.448881e+000;4.320771e+000;6.871032e+000;-7.875920e+000;-4.897977e+000;6.942342e+000;7.529947e-001;-5.494286e-001;1.713109e+001;-5.778840e+000;6.147507e-001;4.614645e-001;4.396042e-001;5.562253e-001;1.249016e+000;4.067460e+000;-2.153903e+000;-5.131486e+000;-6.195840e-001;3.290516e+000;2.342080e+000;4.273624e+000;-7.621762e-001;3.051620e-002
62;0.619644;1.225082e+001;4.357836e+000;-2.664293e+001;-3.097865e+001;-3.387492e+001;2.454720e-001;3.851765e+000;7.587978e+000;-2.900130e+001;-3.373671e-001;3.222094e-001;-5.482270e+000;-5.214493e+000;5.068508e-001;-6.125202e+000;-7.161736e+000;5.263077e+000;1.147182e+001;-1.043079e+001;-1.013586e+001;2.311391e+000;5.383861e+000;3.532798e+000;1.973128e+001;-5.245443e+000;6.094512e-001;4.529422e-001;8.507898e-001;1.012131e+000;6.968247e-001;2.973478e+000;2.465779e-001;-3.020612e+000;-1.842498e+000;2.203398e+000;2.839839e+000;4.625158e-001;1.105215e+000;-3.463574e-002
63;0.629639;1.359776e+001;-5.720477e-001;-3.272334e+001;-2.314789e+001;-1.606714e+001;-1.203981e+001;-1.252235e+001;1.699757e+001;-2.142974e+001;2.368904e+000;2.977340e+001;-1.109500e+001;-4.591733e+000;1.445895e+000;-4.102251e+000;-6.275329e+000;8.462274e+000;1.529859e+001;-7.805265e+000;-1.085789e+001;2.733067e-001;8.748855e+000;6.986047e+000;1.829554e+001;-7.522106e-002;5.421127e-001;2.267520e-001;1.182060e+000;1.480868e+000;-3.286257e-001;7.595885e-001;2.466004e+000;-4.917154e-001;-1.113294e+000;5.580736e-001;1.827301e+000;-4.457072e+000;2.158384e+000;-1.025407e-001
64;0.639633;1.646245e+001;-7.606992e+000;-3.916318e+001;-1.889740e+001;-7.186527e-001;-1.990816e+001;-2.397713e+001;3.760062e+000;-7.882924e+000;1.112888e+001;3.930147e+001;-9.598833e+000;-4.047832e+000;1.357091e+000;-3.876374e+000;-4.319741e+000;5.685014e+000;1.303808e+001;-2.897406e+000;-9.850995e+000;-2.197565e-001;5.424354e+000;7.990479e+000;9.771412e+000;1.099147e+000;4.053069e-001;-4.093309e-002;1.206569e+000;1.955657e+000;-1.601414e+000;-1.753291e+000;2.847311e+000;1.151668e+000;7.056640e-001;-9.887301e-001;-2.703163e-001;-7.038425e+000;1.329843e+000;-1.530815e-001
65;0.649627;1.958448e+001;-7.487795e+000;-4.096122e+001;-1.808381e-002;1.261391e+001;-1.298695e+001;-2.589805e+001;8.578017e+000;-2.903102e+000;2.488644e+001;5.087011e+001;-4.532371e-001;-3.707379e+000;8.882778e-001;-1.894312e+000;-1.465537e+000;2.466674e+000;9.885843e+000;6.874065e-001;-7.498987e+000;2.641445e+000;3.523116e+000;6.358237e+000;-1.743420e-001;1.840786e+000;2.041194e-001;-3.324482e-001;7.472205e-001;1.518311e+000;-2.342016e+000;-3.735354e+000;8.971534e-001;1.645638e+000;3.828992e-001;-7.975634e-001;-2.144699e+000;-7.357757e+000;-2.192466e-001;-1.659555e-001
66;0.659622;1.604292e+001;-1.156616e+001;-4.412270e+001;-1.411848e+001;1.697498e+001;-1.376799e+001;-3.871535e+001;1.069897e+001;-1.114285e+001;2.835626e+001;3.863091e+001;-5.307414e+000;-3.630136e+000;5.809940e-001;-1.196326e+000;2.116528e-001;2.538058e-001;5.411742e+000;-4.405724e-001;-6.056967e+000;4.655643e+000;3.053079e+000;2.495122e+000;-6.225912e+000;4.457694e-001;1.304057e-002;-3.010672e-001;6.116466e-001;6.010717e-001;-8.249680e-001;-3.551761e+000;-1.187790e+000;1.896423e+000;-7.237810e-001;8.469443e-001;-2.521708e+000;-4.507772e+000;-6.301507e-001;-1.275794e-001
67;0.669616;1.824891e+001;-8.064024e+000;-3.757127e+001;-1.320398e+001;2.451526e+001;-1.167286e+001;-4.264817e+001;2.673534e+001;-2.184200e+000;2.554640e+001;2.923697e+001;-4.036776e+000;-3.779984e+000;1.717022e-001;-1.706172e+000;-9.494697e-001;-5.322006e-001;4.349935e-001;-4.547915e+000;-4.526708e+000;-2.498967e-001;5.946675e+000;-9.897703e-001;-1.049459e+001;-8.447649e-001;-9.153144e-002;-3.352289e-001;3.404129e-001;-3.548926e-001;3.949281e-001;-2.259300e+000;-1.886837e+000;1.536914e+000;-1.675517e+000;9.845527e-001;-1.385942e+000;-9.116780e-001;-8.866903e-001;-5.337482e-002
68;0.679610;2.003521e+001;-1.330051e+001;-3.979990e+001;-1.103543e+001;2.038938e+001;-2.276807e+001;-4.588691e+001;1.795961e+001;7.023020e+000;2.327451e+001;1.898848e+001;-5.578217e+000;-3.946326e+000;2.100425e-001;-9.122111e-001;-1.572417e+000;3.059612e+000;4.701060e-003;-6.218694e+000;-1.855019e+000;-2.392991e+000;8.447296e+000;-9.440557e-001;-7.607328e+000;-7.088305e-001;-8.476460e-002;-4.017510e-001;4.832553e-001;-1.462080e-001;6.924287e-001;-4.363020e-001;-6.691960e-001;1.174375e+000;-9.001126e-001;-4.205351e-002;3.263797e-001;1.643937e+000;-7.577344e-001;1.101266e-002
69;0.689604;1.844685e+001;-1.515148e+001;-4.786997e+001;-4.220613e+000;1.308167e+001;-3.122648e+001;-4.494582e+001;3.698214e+000;1.774734e+001;2.247846e+001;8.218401e+000;-4.541660e+000;-4.006941e+000;-6.023906e-001;-3.343054e-001;-2.347965e+000;3.038412e+000;1.292866e+000;-5.857716e+000;-1.915393e+000;-2.211824e+000;5.748771e+000;1.148116e+000;-4.042024e+000;-2.015366e+000;-1.385212e-002;-3.711194e-001;4.015918e-001;9.969815e-001;-1.415237e-002;4.892973e-001;5.304239e-001;8.223228e-001;1.004436e+000;-1.672777e+000;8.681114e-001;2.775226e+000;-4.283215e-001;2.830068e-002
70;0.699599;1.699416e+001;-1.258349e+001;-4.683543e+001;-3.312105e+000;2.271528e+001;-3.508465e+001;-4.684163e+001;1.025258e+001;2.112786e+001;2.516995e+001;1.110356e+001;-8.599125e+000;-3.940480e+000;-1.040715e+000;5.340170e-001;1.798607e-001;1.930643e+000;2.801296e+000;-3.131652e+000;-1.490751e+000;1.136043e+000;2.941764e+000;3.058077e+000;-1.232509e+000;-2.757602e+000;2.926419e-002;-2.474575e-001;-9.425437e-002;1.759876e+000;-9.095270e-001;-7.919641e-001;6.660749e-001;9.212803e-001;1.416331e+000;-2.470494e+000;-1.698027e-001;2.051169e+000;3.863958e-001;-6.071054e-003
71;0.709593;1.675748e+001;-1.009406e+001;-4.579333e+001;-1.873579e+000;2.981665e+001;-3.480315e+001;-5.174778e+001;1.952974e+001;1.950723e+001;3.033926e+001;1.296931e+001;-1.260315e+001;-3.852167e+000;-1.058516e+000;-4.213268e-001;3.159299e+000;-3.847826e-002;1.483183e+000;-3.439317e+000;-5.972275e-001;3.007767e+000;3.355570e-001;1.349721e+000;1.941369e-001;-1.961987e+000;-7.042432e-003;6.395395e-002;-3.953378e-001;1.897727e+000;-3.587515e-001;-2.443398e+000;3.446739e-002;1.597485e+000;1.078682e+000;-1.827185e+000;-1.594116e+000;8.567410e-001;1.513564e+000;-5.308910e-002
72;0.719587;1.567632e+001;-1.315913e+001;-3.993892e+001;-2.555729e+000;2.602837e+001;-3.663799e+001;-4.993969e+001;1.572407e+001;2.085189e+001;3.463449e+001;1.045048e+001;-1.533548e+001;-3.877392e+000;-7.991823e-001;-1.339972e+000;4.473329e+000;5.042167e-002;-4.050278e+000;-4.097519e+000;2.092300e+000;2.078871e+000;-1.198565e+000;-1.893871e+000;5.304351e-001;1.196459e+000;-1.185247e-001;1.878304e-001;-2.672504e-001;1.091014e+000;8.325192e-001;-3.031226e+000;-6.040656e-001;1.504751e+000;7.007877e-001;-8.929870e-001;-2.299277e+000;-5.165749e-002;1.651778e+000;-7.564287e-002
73;0.729581;1.381319e+001;-1.697029e+001;-3.552173e+001;-4.791193e+000;1.884104e+001;-4.764639e+001;-4.638292e+001;1.600131e+001;1.956311e+001;2.449480e+001;9.515624e+000;-1.098341e+001;-4.073697e+000;-4.033870e-001;-1.374000e+000;4.993936e+000;2.184765e+000;-7.498335e+000;-5.202445e+000;4.280505e+000;2.710170e+000;-1.316988e+000;-4.346492e+000;-6.397911e-001;3.575425e+000;-2.054032e-001;1.699951e-001;3.479971e-001;6.762589e-001;1.772452e+000;-2.033943e+000;3.299911e-001;9.782333e-001;2.955701e-001;-2.646895e-001;-1.305815e+000;-1.114330e-001;5.997580e-001;-7.045376e-002
74;0.739576;1.447040e+001;-1.584524e+001;-2.960458e+001;-1.601189e+000;7.951694e+000;-4.915062e+001;-3.906255e+001;2.241115e+001;1.510710e+001;1.862283e+001;1.548258e+001;-3.426699e+000;-4.422339e+000;-4.291270e-001;-3.258982e-001;4.717612e+000;4.981617e+000;-7.864074e+000;-5.270415e+000;3.594139e+000;4.788779e+000;-6.968988e-001;-5.590203e+000;-1.073833e+000;2.732582e+000;-2.497698e-001;-5.956269e-002;7.340465e-001;6.212007e-001;1.212984e+000;-3.454811e-001;1.445547e+000;4.696605e-001;-6.683627e-001;-8.043990e-001;-1.885355e-001;5.729960e-001;-8.455676e-001;-6.417409e-002
75;0.749570;1.534351e+001;-1.562101e+001;-2.599082e+001;8.572976e+000;1.363311e+000;-5.455906e+001;-3.578382e+001;2.973705e+001;1.579469e+001;1.661264e+001;7.254310e+000;-6.804175e-001;-4.606710e+000;-3.935682e-001;8.116217e-001;6.418452e+000;6.358186e+000;-6.779636e+000;-1.202913e+000;3.543020e+000;3.130663e+000;-1.238724e+000;-3.331187e+000;4.391055e-001;2.687417e-001;-2.936887e-001;-1.777818e-001;7.960265e-001;6.143283e-001;-3.587878e-001;4.704370e-001;2.609925e+000;4.617116e-001;-1.900345e+000;-2.497699e+000;2.045459e-001;1.249612e+000;-1.250315e+000;-8.604483e-002
76;0.759564;1.276552e+001;-1.546326e+001;-2.111631e+001;1.567027e+001;-4.553131e+000;-5.953374e+001;-3.726854e+001;3.280009e+001;1.925161e+001;1.062456e+001;6.211974e+000;-6.824073e+000;-4.859735e+000;-1.101905e+000;1.237449e+000;6.867074e+000;4.028632e+000;-6.137033e+000;1.130447e+000;4.809346e+000;-1.473189e+000;-5.259692e+000;-3.344201e+000;2.855967e+000;-1.378038e+000;-3.952524e-001;-1.054529e-001;7.168828e-001;3.371344e-001;-1.504189e+000;4.338712e-001;3.250917e+000;7.228643e-001;-2.458358e+000;-3.967679e+000;-3.141635e-001;6.684957e-001;-4.094451e-001;-1.211392e-001
77;0.769558;1.269778e+001;-1.310317e+001;-7.673601e+000;1.836400e+001;-8.804729e+000;-4.846940e+001;-2.956483e+001;2.646015e+001;1.129724e+001;1.183800e+001;1.634645e+001;-7.941019e+000;-5.323443e+000;-9.559070e-001;1.824459e+000;6.990846e+000;8.673185e-001;-6.009671e+000;4.646747e+000;5.981460e+000;-3.660572e+000;-1.152409e+001;-4.446764e+000;3.643369e+000;-6.208404e-001;-5.628861e-001;4.224907e-002;5.851524e-001;-5.079684e-001;-1.163115e+000;3.165871e-001;2.794491e+000;-3.050753e-001;-1.429202e+000;-3.694908e+000;-1.317691e+000;-7.893154e-001;3.002745e-001;-1.215495e-001
78;0.779553;1.028373e+001;-1.091691e+001;-4.427818e+000;1.364646e+001;-1.764945e+001;-4.654321e+001;-1.812532e+001;1.668365e+001;-8.942631e+000;4.289143e+000;2.521634e+001;-6.686588e+000;-6.040235e+000;-6.752219e-001;2.752097e+000;6.117087e+000;2.061035e-001;-6.079700e+000;8.059340e+000;5.989240e+000;-4.107395e+000;-1.539261e+001;-6.603232e+000;6.665142e-001;1.130147e+000;-7.208670e-001;6.068171e-001;1.969500e-001;-1.263523e+000;8.376120e-001;1.222894e+000;2.123897e+000;-2.456116e+000;3.727794e-001;-8.865193e-001;-1.581445e+000;-2.441604e+000;6.544149e-001;-6.162806e-002
79;0.789547;1.180487e+001;-8.771893e+000;6.191635e-001;1.392148e+001;-2.213688e+001;-3.782059e+001;-1.544813e+001;1.949241e+001;-2.772862e+001;-2.453473e+000;1.596897e+001;-3.853362e+000;-6.830890e+000;-3.956645e-001;2.980060e+000;4.253604e+000;2.453874e+000;-5.225367e+000;9.305097e+000;1.427696e+000;-2.698246e+000;-1.464680e+001;-8.290125e+000;-2.412745e+000;5.160215e-001;-7.386291e-001;1.324237e+000;-3.880331e-001;-1.937460e+000;1.907161e+000;3.049905e+000;8.395827e-001;-3.517350e+000;1.079512e+000;3.064301e+000;-6.340429e-001;-2.739371e+000;7.987853e-001;2.689924e-002
80;0.799541;9.835873e+000;-3.868417e+000;5.322738e+000;1.892205e+001;-2.828555e+001;-2.456144e+001;-1.438069e+001;1.574699e+001;-3.819853e+001;-1.524587e+001;9.733286e+000;-3.217166e+000;-7.710346e+000;1.652059e+000;1.644398e+000;1.918082e+000;7.423415e+000;-4.147152e-001;9.420759e+000;-5.194355e+000;-9.045477e-002;-8.130930e+000;-9.329744e+000;-6.323998e+000;1.325606e+000;-6.155212e-001;1.916090e+000;3.034076e-001;-1.617143e+000;3.421943e-001;4.187498e+000;-7.655144e-001;-2.199860e+000;8.479649e-001;5.554739e+000;9.105963e-001;-1.823202e+000;8.035362e-001;8.845756e-002
81;0.809536;1.094339e+001;-1.727117e+000;8.719139e+000;2.799558e+001;-2.961351e+001;-1.293480e+001;-2.429866e+001;1.343725e+001;-4.730883e+001;-1.984512e+001;1.202425e+001;-7.095622e+000;-8.181533e+000;4.501639e+000;4.381431e-001;-5.969520e-001;6.794466e+000;6.407361e+000;8.163951e+000;-6.013490e+000;-2.714817e-001;1.665775e-001;-6.253722e+000;-6.558228e+000;3.275357e+000;-4.810627e-001;1.632347e+000;2.035346e+000;2.376379e-002;-3.177292e+000;3.061022e+000;-1.898259e+000;1.170575e+000;-3.286248e-001;5.431319e+000;1.667771e+000;-7.809187e-001;6.346717e-001;9.581957e-002
82;0.819530;1.897476e+001;-6.217307e+000;1.112606e+000;4.372648e+001;-1.598471e+001;-1.188231e+001;-3.967183e+001;1.925896e+001;-3.980718e+001;-3.366376e+001;-4.431296e+000;1.562570e+000;-8.442519e+000;6.456574e+000;5.540093e+000;4.566503e-001;-2.532213e-001;9.041425e+000;4.802341e+000;-1.289469e+000;-1.080953e+000;4.974391e+000;-3.068452e+000;-6.376756e+000;3.768160e+000;-4.073624e-001;1.406200e-001;3.871250e+000;2.328038e+000;-5.885661e+000;5.731774e-003;-2.113102e+000;3.467627e+000;-1.675407e+000;3.294808e+000;2.093014e+000;4.383814e-001;-1.173579e+000;7.284173e-002
83;0.829524;2.974361e+001;-5.406732e+000;-2.605305e-001;3.549159e+001;3.749500e+000;-3.340399e+000;-3.287001e+001;1.637901e+001;-2.609141e+001;-2.451314e+001;-9.739874e+000;1.013356e+001;-8.870117e+000;5.363810e+000;1.120894e+001;5.103139e+000;-9.594266e+000;5.351672e+000;2.123011e+000;5.328126e+000;-3.846121e+000;5.957133e+000;-3.081917e+000;-6.290960e+000;2.468103e+000;-3.636107e-001;-1.661113e+000;3.572634e+000;3.373860e+000;-4.379365e+000;-2.488524e+000;-1.447708e+000;2.912953e+000;-2.040210e+000;4.490902e-001;1.718815e+000;1.133543e+000;-2.819156e+000;5.901742e-002
84;0.839518;3.271863e+001;2.567186e+001;1.209582e+001;1.390794e+001;2.400608e-001;-5.346935e+000;-1.654236e+001;8.871346e+000;-2.393528e+001;-2.825412e+001;-1.126843e+001;7.009046e+000;-9.402865e+000;1.924074e+000;1.561525e+001;1.070823e+001;-1.381053e+001;1.417881e-001;1.875717e+000;6.472970e+000;-6.680168e+000;5.447832e+000;-4.505756e-001;-4.265725e+000;-4.138662e+000;-3.100386e-001;-2.607469e+000;2.996112e-001;1.905298e+000;-1.508471e-001;-2.084125e+000;1.617485e-001;5.189009e-001;-1.089856e+000;-1.110115e+000;1.690346e+000;1.613427e+000;-3.131042e+000;4.215242e-002
85;0.849513;3.089051e+001;3.837300e+001;2.874323e+001;-5.066482e+000;-1.096754e+001;-5.587431e+000;-9.222765e+000;-5.995444e-001;-2.545911e+001;-3.795952e+001;-1.601198e+001;2.521656e+000;-9.519413e+000;-1.537675e+000;1.326374e+001;1.114656e+001;-8.323707e+000;-1.585441e+000;2.388721e+000;4.670058e+000;-7.672923e+000;2.175308e+000;1.031414e+000;-1.946026e+000;-6.867011e+000;-2.346375e-001;-2.188499e+000;-2.967312e+000;-1.014123e+000;3.581095e+000;3.019694e-001;9.478386e-001;-1.165365e+000;4.921837e-001;-1.698018e+000;1.605297e+000;2.276653e+000;-1.709402e+000;3.686562e-003
86;0.859507;2.802169e+001;4.996907e+001;4.015187e+001;-5.047111e+000;-7.917253e+000;-1.380203e+000;-1.913060e+001;-5.652606e+000;-1.288417e+001;-2.919345e+001;-2.262387e+001;-1.532479e+001;-9.668064e+000;-3.130027e+000;6.010751e+000;6.961429e+000;-1.642736e+000;2.089357e+000;5.478229e+000;1.634069e+000;-4.616831e+000;1.314729e+000;3.326612e+000;-4.820875e-001;-7.219491e+000;-2.610869e-001;-1.162776e+000;-4.689974e+000;-3.035789e+000;4.834145e+000;1.989105e+000;7.253286e-001;-8.882028e-001;1.835965e+000;-1.462070e+000;8.496515e-001;2.201468e+000;1.103922e+000;-3.639514e-002
87;0.869501;2.440371e+001;4.876335e+001;4.144424e+001;3.350584e+000;-9.904671e-002;6.619842e+000;-8.225604e+000;-1.472362e+001;-2.074043e+001;-1.888641e+001;-1.379228e+001;-1.303458e+001;-9.910706e+000;-3.051634e+000;1.174631e+000;1.905925e+000;2.227313e+000;5.887735e+000;5.060948e+000;1.920752e+000;-2.416871e+000;-4.664055e-001;3.055976e+000;3.200487e+000;-4.538493e+000;-3.696537e-001;-3.151453e-001;-3.703992e+000;-2.809593e+000;3.362478e+000;1.807582e+000;-4.737411e-002;-2.606763e-001;2.393034e+000;-3.598128e-001;2.069842e-001;8.282030e-001;2.172529e+000;-4.816431e-002
